Wavelength (nm),SLS201L Power (a.u.)
1594,0.474351261
1595,0.471889867
1596,0.469321682
1597,0.467029106
1598,0.465345027
1599,0.463844951
1600,0.46170933
1601,0.458737351
1602,0.455663694
1603,0.453165729
1604,0.451305323
1605,0.449970311
1606,0.449083382
1607,0.448596183
1608,0.448346004
1609,0.447895746
1610,0.446853393
1611,0.445478088
1612,0.444316579
1613,0.443397872
1614,0.442076292
1615,0.439930019
1616,0.437574984
1617,0.43580918
1618,0.434501132
1619,0.432852195
1620,0.430669924
1621,0.429015609
1622,0.428879134
1623,0.429838888
1624,0.430954411
1625,0.432212353
1626,0.434627024
1627,0.43865777
1628,0.442812878
1629,0.445400815
1630,0.446789584
1631,0.448590135
1632,0.451244068
1633,0.453180314
1634,0.453068405
1635,0.451835413
1636,0.451069273
1637,0.45097574
1638,0.450476622
1639,0.449057135
1640,0.447812926
1641,0.447930168
1642,0.449135058
1643,0.450429421
1644,0.451513459
1645,0.453077419
1646,0.455499766
1647,0.457543408
1648,0.457662603
1649,0.456014652
1650,0.454063455
1651,0.452528892
1652,0.450466813
1653,0.446913329
1654,0.442208946
1655,0.437214379
1656,0.432327399
1657,0.427410893
1658,0.422506426
1659,0.4183478
1660,0.41570243
1661,0.414110018
1662,0.412350637
1663,0.409906907
1664,0.407492066
1665,0.40579479
1666,0.404738591
1667,0.404003136
1668,0.403379152
1669,0.402760797
1670,0.402080932
1671,0.401363119
1672,0.400675807
1673,0.400340743
1674,0.400795409
1675,0.402016492
1676,0.403346755
1677,0.404266094
1678,0.404993516
1679,0.405899531
1680,0.406861663
1681,0.407394425
1682,0.407261224
1683,0.406749486
1684,0.406145636
1685,0.405330406
1686,0.40404361
1687,0.40244995
1688,0.401173812
1689,0.400551861
1690,0.39996745
1691,0.398706453
1692,0.396905958
1693,0.395187107
1694,0.393713613
1695,0.391918688
1696,0.389381137
1697,0.386664237
1698,0.384570392
1699,0.383059051
1700,0.381383863
1701,0.379242363
1702,0.377410093
1703,0.376659377
1704,0.376640417
1705,0.376528428
1706,0.376101684
1707,0.375870783
1708,0.376130711
1709,0.376277354
1710,0.37559862
1711,0.374380846
1712,0.373543778
1713,0.373451799
1714,0.373483864
1715,0.373110257
1716,0.372795939
1717,0.373293128
1718,0.374624555
1719,0.376144074
1720,0.377421497
1721,0.378636761
1722,0.379998719
1723,0.381188511
1724,0.381646636
1725,0.381263956
1726,0.380519945
1727,0.379751863
1728,0.37861654
1729,0.376666419
1730,0.374147066
1731,0.371775189
1732,0.369879339
1733,0.368051323
1734,0.365928488
1735,0.363845841
1736,0.362348699
1737,0.361319864
1738,0.360003898
1739,0.358026056
1740,0.356093745
1741,0.354974464
1742,0.354449386
1743,0.353820947
1744,0.352921332
1745,0.352301584
1746,0.352297051
1747,0.35220876
1748,0.35116772
1749,0.349362509
1750,0.347719116
1751,0.346640812
1752,0.345511297
1753,0.343779772
1754,0.341913141
1755,0.340699907
1756,0.340110783
1757,0.339320139
1758,0.337929793
1759,0.33677757
1760,0.336759796
1761,0.337541567
1762,0.338186826
1763,0.338338855
1764,0.338425847
1765,0.338761182
1766,0.339004191
1767,0.338718303
1768,0.338256955
1769,0.338516117
1770,0.339770446
1771,0.341119078
1772,0.341756589
1773,0.342112174
1774,0.343000323
1775,0.34442203
1776,0.345606425
1777,0.346052685
1778,0.346039353
1779,0.345884313
1780,0.345221621
1781,0.343377744
1782,0.340480516
1783,0.337693273
1784,0.335807416
1785,0.334009319
1786,0.331240952
1787,0.32789314
1788,0.325301416
1789,0.32401886
1790,0.323199101
1791,0.322077644
1792,0.321039884
1793,0.320797395
1794,0.321253209
1795,0.321592703
1796,0.321409431
1797,0.321337053
1798,0.322005335
1799,0.322900121
1800,0.323026762
1801,0.322242487
1802,0.321421976
1803,0.321177199
1804,0.321052495
1805,0.320440759
1806,0.319469116
1807,0.318699281
1808,0.318260946
1809,0.317587648
1810,0.316294758
1811,0.315117188
1812,0.315029345
1813,0.315707344
1814,0.315793155
1815,0.31485706
1816,0.314512207
1817,0.316225857
1818,0.31886411
1819,0.320348328
1820,0.320525791
1821,0.321279754
1822,0.323615791
1823,0.325725138
1824,0.325612317
1825,0.3241243
1826,0.32355956
1827,0.324200593
1828,0.323506585
1829,0.319736401
1830,0.315098854
1831,0.312532917
1832,0.311928822
1833,0.311073293
1834,0.309058379
1835,0.307441292
1836,0.30766768
1837,0.309187897
1838,0.310824599
1839,0.312056335
1840,0.31295449
1841,0.313621971
1842,0.314186361
1843,0.314782936
1844,0.315576295
1845,0.316728716
1846,0.317929117
1847,0.318312821
1848,0.317343518
1849,0.315638963
1850,0.314005454
1851,0.312825367
1852,0.312233683
1853,0.312176814
1854,0.312320758
1855,0.312308732
1856,0.311786118
1857,0.310458358
1858,0.308876702
1859,0.308213726
1860,0.308697278
1861,0.308686201
1862,0.30673866
1863,0.303768839
1864,0.301443588
1865,0.299791887
1866,0.297289368
1867,0.293213392
1868,0.289022589
1869,0.286253967
1870,0.284466081
1871,0.282349719
1872,0.279878216
1873,0.278574373
1874,0.27940208
1875,0.28118709
1876,0.282474789
1877,0.28342393
1878,0.285121673
1879,0.287767498
1880,0.290191104
1881,0.291430406
1882,0.291908563
1883,0.292363914
1884,0.292746718
1885,0.292428795
1886,0.291322749
1887,0.290409257
1888,0.290536679
1889,0.291142309
1890,0.291209605
1891,0.290400586
1892,0.289006859
1893,0.287358241
1894,0.285819768
1895,0.284697805
1896,0.283836607
1897,0.282875853
1898,0.281409713
1899,0.278981148
1900,0.275520082
1901,0.27216682
1902,0.270152109
1903,0.269340369
1904,0.268848514
1905,0.268165449
1906,0.267322879
1907,0.266441576
1908,0.265829576
1909,0.265835129
1910,0.266730137
1911,0.268727463
1912,0.271450004
1913,0.273481025
1914,0.273737044
1915,0.273336952
1916,0.274000073
1917,0.275930107
1918,0.278056558
1919,0.279584329
1920,0.280407886
1921,0.280545356
1922,0.280220154
1923,0.279736242
1924,0.279408806
1925,0.279563859
1926,0.280209564
1927,0.28049215
1928,0.279560863
1929,0.277750635
1930,0.275955129
1931,0.274623517
1932,0.273646761
1933,0.272831168
1934,0.271816508
1935,0.270254465
1936,0.26827634
1937,0.26629365
1938,0.264654484
1939,0.263605978
1940,0.263283578
1941,0.263394228
1942,0.263552288
1943,0.263617222
1944,0.263621679
1945,0.263538032
1946,0.263222616
1947,0.262537564
1948,0.261437159
1949,0.259908241
1950,0.257993844
1951,0.255784921
1952,0.253424723
1953,0.251167613
1954,0.249241116
1955,0.247611454
1956,0.246154943
1957,0.245015932
1958,0.244609456
1959,0.24516289
1960,0.246376857
1961,0.247909227
1962,0.249751053
1963,0.252034356
1964,0.2544274
1965,0.256043666
1966,0.256366832
1967,0.256157274
1968,0.256308415
1969,0.25657981
1970,0.256117222
1971,0.254668921
1972,0.25283963
1973,0.251100214
1974,0.249166057
1975,0.246631285
1976,0.243782238
1977,0.241349747
1978,0.239608018
1979,0.238065087
1980,0.236323912
1981,0.234745594
1982,0.233864718
1983,0.233595889
1984,0.23338382
1985,0.232947371
1986,0.232559345
1987,0.232501555
1988,0.232760556
1989,0.233224615
1990,0.233807479
1991,0.234445263
1992,0.235021489
1993,0.23529891
1994,0.235097564
1995,0.234712549
1996,0.234609711
1997,0.234845383
1998,0.235058662
1999,0.235024857
2000,0.234928106
2001,0.234973198
2002,0.235015109
2003,0.234755691
2004,0.234133604
2005,0.233365439
2006,0.232599601
2007,0.231727584
2008,0.230627131
2009,0.229493974
2010,0.228685431
2011,0.228262957
2012,0.227890317
2013,0.227324883
2014,0.226754684
2015,0.226448994
2016,0.226524899
2017,0.227005705
2018,0.227825769
2019,0.228786328
2020,0.229676719
2021,0.230283153
2022,0.230419824
2023,0.230265973
2024,0.230247945
2025,0.230495984
2026,0.23062314
2027,0.230325187
2028,0.229926932
2029,0.229898903
2030,0.230121928
2031,0.230023604
2032,0.229398594
2033,0.22877752
2034,0.228596285
2035,0.228329917
2036,0.227177376
2037,0.225137687
2038,0.222901094
2039,0.22079275
2040,0.218291263
2041,0.214940799
2042,0.211366007
2043,0.208556224
2044,0.206584633
2045,0.204641764
2046,0.20233502
2047,0.200377625
2048,0.199497173
2049,0.199378964
2050,0.199294634
2051,0.199170622
2052,0.19963153
2053,0.200950679
2054,0.202352461
2055,0.203022259
2056,0.203218343
2057,0.203680055
2058,0.204469479
2059,0.204851328
2060,0.204391647
2061,0.203705215
2062,0.203489938
2063,0.203445127
2064,0.20277215
2065,0.201337896
2066,0.199870217
2067,0.198848309
2068,0.197730687
2069,0.19585391
2070,0.193447279
2071,0.191240249
2072,0.189708668
2073,0.188964651
2074,0.188940327
2075,0.189005891
2076,0.188779327
2077,0.1885507
2078,0.188322521
2079,0.188091919
2080,0.187865007
2081,0.187637629
2082,0.187411993
2083,0.187185335
2084,0.186959297
2085,0.186733212
2086,0.186506122
2087,0.186282093
2088,0.186054432
2089,0.18582862
2090,0.185602675
2091,0.185375637
2092,0.185150563
2093,0.184922989
2094,0.184697902
2095,0.184471478
2096,0.184247973
2097,0.184027847
2098,0.183806514
2099,0.183589676
2100,0.183372309
2101,0.183157807
2102,0.182944996
2103,0.182734067
2104,0.182527357
2105,0.182321427
2106,0.18212135
2107,0.181922885
2108,0.181726557
2109,0.181534705
2110,0.181343246
2111,0.181157068
2112,0.180972891
2113,0.180791874
2114,0.180613026
2115,0.180434512
2116,0.180261075
2117,0.180086242
2118,0.17991254
2119,0.17974004
2120,0.179566785
2121,0.179396026
2122,0.179222773
2123,0.179050156
2124,0.178876482
2125,0.178701137
2126,0.178527041
2127,0.178348842
2128,0.178170758
2129,0.177990145
2130,0.177807003
2131,0.177623462
2132,0.177435831
2133,0.177247831
2134,0.177054958
2135,0.176858983
2136,0.176662821
2137,0.176461333
2138,0.176257935
2139,0.176050645
2140,0.17583899
2141,0.175626501
2142,0.175408337
2143,0.175186722
2144,0.174959696
2145,0.174727695
2146,0.174492366
2147,0.17424827
2148,0.173999076
2149,0.173742844
2150,0.173479295
2151,0.173210047
2152,0.172931108
2153,0.172646347
2154,0.172352851
2155,0.172048798
2156,0.171737933
2157,0.171416872
2158,0.171087687
2159,0.170749621
2160,0.170400125
2161,0.170042314
2162,0.169673313
2163,0.169293809
2164,0.16890473
2165,0.16850417
2166,0.168097343
2167,0.167680312
2168,0.167254571
2169,0.166823363
2170,0.166384713
2171,0.16594273
2172,0.165496426
2173,0.165044798
2174,0.164591608
2175,0.164134187
2176,0.163676827
2177,0.163220963
2178,0.16276452
2179,0.162311157
2180,0.161858358
2181,0.161409122
2182,0.160965587
2183,0.160525887
2184,0.160093436
2185,0.15966739
2186,0.159246862
2187,0.158835502
2188,0.158431203
2189,0.158036185
2190,0.157651963
2191,0.157276358
2192,0.156913187
2193,0.156560739
2194,0.156217582
2195,0.155886408
2196,0.155564392
2197,0.155255077
2198,0.154958857
2199,0.154672549
2200,0.154398808
2201,0.154137202
2202,0.153888694
2203,0.15365417
2204,0.153428654
2205,0.153215091
2206,0.153014662
2207,0.152825781
2208,0.152649269
2209,0.152483988
2210,0.152330584
2211,0.152190091
2212,0.152059372
2213,0.151939842
2214,0.151830969
2215,0.151729794
2216,0.151638265
2217,0.1515535
2218,0.151476922
2219,0.151410192
2220,0.151350742
2221,0.151298939
2222,0.151253679
2223,0.15121343
2224,0.15117964
2225,0.151149719
2226,0.151122718
2227,0.151100804
2228,0.151082463
2229,0.151068298
2230,0.151056697
2231,0.151046294
2232,0.151040078
2233,0.151037003
2234,0.151033612
2235,0.151032237
2236,0.151031044
2237,0.151029969
2238,0.151030431
2239,0.151031154
2240,0.151031943
2241,0.151034407
2242,0.151035088
2243,0.15103538
2244,0.151035711
2245,0.151034593
2246,0.151034064
2247,0.151032264
2248,0.151028728
2249,0.151025138
2250,0.151020238
2251,0.151014045
2252,0.151007284
2253,0.150997612
2254,0.150986748
2255,0.150975121
2256,0.150961016
2257,0.150945798
2258,0.150929892
2259,0.150911795
2260,0.150892484
2261,0.150870637
2262,0.150846823
2263,0.150821551
2264,0.150794516
2265,0.150765556
2266,0.150735176
2267,0.15070226
2268,0.150667226
2269,0.150629657
2270,0.150588833
2271,0.15054628
2272,0.150502268
2273,0.150456077
2274,0.15040846
2275,0.150358313
2276,0.150304948
2277,0.150250351
2278,0.150193314
2279,0.150133643
2280,0.150072379
2281,0.150008648
2282,0.149941937
2283,0.149873786
2284,0.14980153
2285,0.149727524
2286,0.149652141
2287,0.149574251
2288,0.149494746
2289,0.14941292
2290,0.149327815
2291,0.149241011
2292,0.149151613
2293,0.149059217
2294,0.148965688
2295,0.148869641
2296,0.148769758
2297,0.148668249
2298,0.148564246
2299,0.148456845
2300,0.148348886
2301,0.148237668
2302,0.148123499
2303,0.148007439
2304,0.147888402
2305,0.147765708
2306,0.147640843
2307,0.147512281
2308,0.147381033
2309,0.147248291
2310,0.147112372
2311,0.146973846
2312,0.146833046
2313,0.146688134
2314,0.14654
2315,0.146389493
2316,0.146235339
2317,0.146079182
2318,0.145922209
2319,0.145761902
2320,0.145599139
2321,0.145433891
2322,0.145264605
2323,0.145092154
2324,0.144915812
2325,0.144735819
2326,0.144553952
2327,0.144371667
2328,0.144185412
2329,0.143997743
2330,0.143806973
2331,0.1436127
2332,0.143416145
2333,0.143217341
2334,0.143013547
2335,0.142807299
2336,0.142598242
2337,0.142385248
2338,0.142170144
2339,0.141952466
2340,0.141731372
2341,0.141508606
2342,0.141282307
2343,0.14105177
2344,0.14081811
2345,0.140582034
2346,0.140342025
2347,0.140100873
2348,0.139857931
2349,0.139609125
2350,0.139358922
2351,0.139106758
2352,0.138851833
2353,0.138593598
2354,0.138332125
2355,0.138064991
2356,0.137795462
2357,0.137525772
2358,0.137253924
2359,0.136978641
2360,0.136700611
2361,0.136419914
2362,0.136136829
2363,0.135852936
2364,0.135566736
2365,0.135280751
2366,0.134993011
2367,0.134701834
2368,0.134408853
2369,0.134116325
2370,0.13382234
2371,0.133526539
2372,0.13322964
2373,0.132930367
2374,0.13262772
2375,0.132323405
2376,0.132019003
2377,0.131713305
2378,0.131407663
2379,0.131099075
2380,0.130789414
2381,0.130480518
2382,0.13017218
2383,0.129864029
2384,0.129554006
2385,0.129240836
2386,0.128922685
2387,0.128606779
2388,0.128290293
2389,0.12797077
2390,0.127652006
2391,0.127336451
2392,0.12702237
2393,0.126708649
2394,0.126395498
2395,0.126081958
2396,0.125766524
2397,0.125452358
2398,0.125137292
2399,0.124823954
2400,0.124511456
2401,0.124198249
2402,0.123886741
2403,0.123576203
2404,0.123262275
2405,0.122932515
2406,0.122600766
2407,0.122274043
2408,0.12195977
2409,0.12164982
2410,0.121340465
2411,0.121029065
2412,0.120719334
2413,0.120410388
2414,0.120105913
2415,0.119792929
2416,0.119477602
2417,0.119161492
2418,0.118854904
2419,0.11854739
2420,0.118228429
2421,0.117904817
2422,0.117585864
2423,0.117274117
2424,0.116964226
2425,0.116654829
2426,0.116348059
2427,0.116041427
2428,0.115736751
2429,0.115432984
2430,0.115128956
2431,0.114822808
2432,0.114514415
2433,0.114218008
2434,0.113933913
2435,0.113654767
2436,0.113360968
2437,0.113059737
2438,0.112759679
2439,0.112462189
2440,0.11215997
2441,0.111835964
2442,0.111510262
2443,0.111193639
2444,0.110908776
2445,0.110630961
2446,0.110352056
2447,0.110065942
2448,0.109781067
2449,0.109503683
2450,0.109225957
2451,0.108948044
2452,0.108654334
2453,0.108355594
2454,0.10805953
2455,0.107773612
2456,0.107480914
2457,0.107186015
2458,0.106894085
2459,0.106615156
2460,0.106338308
2461,0.106069015
2462,0.10579142
2463,0.10549886
2464,0.105204666
2465,0.104924431
2466,0.10466122
2467,0.104400787
2468,0.104142998
2469,0.103889117
2470,0.103657252
2471,0.103414765
2472,0.103168851
2473,0.102890957
2474,0.102611395
2475,0.102337069
2476,0.102076494
2477,0.101832243
2478,0.101585348
2479,0.10133345
2480,0.101080411
2481,0.100836665
2482,0.100603047
2483,0.100350064
2484,0.100077455
2485,0.099789109
2486,0.099526766
2487,0.0992675
2488,0.099027085
2489,0.09878655
2490,0.098564304
2491,0.0982898
2492,0.098020579
2493,0.097749851
2494,0.097509216
2495,0.097258628
2496,0.096998275
2497,0.096736155
2498,0.096434407
2499,0.096062939
2500,0.095622575
2501,0.09523376
2502,0.094902911
2503,0.094513765
2504,0.094111552
2505,0.093726224
2506,0.093468873
2507,0.093237781
2508,0.092995683
2509,0.092686731
2510,0.09223069
2511,0.091716096
2512,0.091242269
2513,0.090944654
2514,0.090605159
2515,0.09022496
2516,0.089816526
2517,0.089423334
2518,0.089057194
2519,0.088517629
2520,0.087953436
2521,0.087496409
2522,0.087235577
2523,0.087105548
2524,0.086975649
2525,0.086821717
2526,0.086551714
2527,0.086031097
2528,0.0852686
2529,0.084354034
2530,0.083532363
2531,0.082787283
2532,0.082269499
2533,0.081883906
2534,0.081785922
2535,0.08157604
2536,0.081077741
2537,0.080470388
2538,0.079941583
2539,0.079419519
2540,0.07885375
2541,0.078330512
2542,0.077987499
2543,0.077501425
2544,0.07694961
2545,0.076538522
2546,0.07642846
2547,0.076098989
2548,0.075713998
2549,0.075050999
2550,0.074437629
2551,0.073915408
2552,0.07337322
2553,0.07283108
2554,0.072092076
2555,0.071227942
2556,0.070674176
2557,0.070241763
2558,0.070041442
2559,0.069948627
2560,0.069551143
2561,0.068892523
2562,0.068223573
2563,0.067911565
2564,0.0677984
2565,0.06765631
2566,0.067434206
2567,0.067318712
2568,0.067167152
2569,0.066774844
2570,0.066173035
2571,0.06554801
2572,0.06506823
2573,0.064699916
2574,0.064477408
2575,0.064297686
2576,0.064237179
2577,0.064044715
2578,0.063765431
2579,0.063666676
2580,0.06359287
2581,0.063634655
2582,0.0634057
2583,0.063116044
2584,0.062848678
2585,0.062502205
2586,0.062254992
2587,0.062183845
2588,0.062143231
2589,0.062191025
2590,0.062177918
2591,0.061945914
2592,0.062181964
2593,0.062636713
2594,0.063233951
2595,0.063209242
2596,0.062738041
2597,0.062048669
2598,0.061503812
2599,0.061236655
2600,0.061073326
2601,0.06128939
2602,0.061626696
2603,0.062269403
2604,0.062812275
2605,0.063386017
2606,0.063555
2607,0.063738597
2608,0.063759903
2609,0.063699182
2610,0.063499506
2611,0.063255326
2612,0.063059227
2613,0.063080582
2614,0.063350069
2615,0.063818739
2616,0.064092738
2617,0.064154243
2618,0.06418869
2619,0.064120874
2620,0.064123016
2621,0.063762976
2622,0.063381925
2623,0.06292559
2624,0.062716674
2625,0.062476191
2626,0.062294408
2627,0.062175707
2628,0.062023908
2629,0.061815971
2630,0.061260849
2631,0.060499377
2632,0.059846136
2633,0.059105691
2634,0.058170266
2635,0.057095811
2636,0.056018746
2637,0.055299523
2638,0.054614912
2639,0.053871461
2640,0.052982203
2641,0.052012995
2642,0.050979774
2643,0.050149513
2644,0.049566133
2645,0.04905148
2646,0.048493995
2647,0.047754651
2648,0.046972747
2649,0.046199362
2650,0.045692921
2651,0.04522573
2652,0.044809329
2653,0.044431972
2654,0.04396521
2655,0.043528734
2656,0.04279674
2657,0.042089105
2658,0.041317019
2659,0.040654678
2660,0.040057072
2661,0.039427862
2662,0.039107397
2663,0.038824359
2664,0.038712666
2665,0.038588008
2666,0.038219408
2667,0.037937256
2668,0.037713412
2669,0.037427379
2670,0.037116019
2671,0.036385949
2672,0.035505272
2673,0.034634534
2674,0.033875035
2675,0.033298995
2676,0.032752219
2677,0.032202546
2678,0.031420654
2679,0.030532573
2680,0.029485911
2681,0.028452559
2682,0.027426647
2683,0.026417535
2684,0.025388976
2685,0.024303259
2686,0.023266516
2687,0.022124831
2688,0.020950258
2689,0.019795881
2690,0.018664656
2691,0.017750197
2692,0.016916808
2693,0.016204085
2694,0.015413886
2695,0.014526626
2696,0.013597198
2697,0.012623861
2698,0.011735035
2699,0.010927823
2700,0.010160945
2701,0.009425169
2702,0.008649577
2703,0.007907873
2704,0.007213656
2705,0.006568306
2706,0.006020417
2707,0.005550707
2708,0.005188551
2709,0.004877509
2710,0.004542567
2711,0.004219007
2712,0.003858491
2713,0.00352347
2714,0.003226872
2715,0.002976871
2716,0.002765029
2717,0.002606426
2718,0.002495559
2719,0.002409539
2720,0.002337736
2721,0.002268498
2722,0.002200999
2723,0.002153119
2724,0.002115067
2725,0.002073623
2726,0.002034584
2727,0.002000323
2728,0.001973245
2729,0.001952233
2730,0.001936019
2731,0.001923928
2732,0.001915725
2733,0.001909907
2734,0.001905732
2735,0.001902108
2736,0.001898946
2737,0.001896797
2738,0.001895392
2739,0.001894451
2740,0.001893488
2741,0.001892281
2742,0.001890766
2743,0.001888969
2744,0.001887213
2745,0.001885394
2746,0.001883732
2747,0.001882123
2748,0.001880874
2749,0.001879834
2750,0.001878786
2751,0.001877807
2752,0.001876592
2753,0.001875279
2754,0.001873895
2755,0.001872333
2756,0.001870817
2757,0.001869198
2758,0.001867639
2759,0.001866127
2760,0.001864814
2761,0.001863685
2762,0.001862877
2763,0.001862148
2764,0.001861685
2765,0.001861355
2766,0.001860973
2767,0.001860573
2768,0.001859865
2769,0.001858959
2770,0.001857855
2771,0.001856887
2772,0.001856169
2773,0.001855317
2774,0.001854396
2775,0.001853268
2776,0.001852251
2777,0.001851487
2778,0.001850786
2779,0.001850305
2780,0.001849813
2781,0.001849306
2782,0.00184916
2783,0.00184911
2784,0.001849014
2785,0.00184849
2786,0.001847668
2787,0.001846802
2788,0.001846255
2789,0.001845969
2790,0.001845843
2791,0.001845725
2792,0.001845939
2793,0.0018457
2794,0.001845899
2795,0.001845459
2796,0.001846056
2797,0.00184791
2798,0.001849306
2799,0.001853833
2800,0.001852317
